Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Sex,Display Value,Numeric
Life expectancy at birth (years),Published,2015,Europe,,Russian Federation,Female,76.6,76.60394
Life expectancy at birth (years),Published,2019,Europe,,Russian Federation,Both sexes,73.2,73.23246
Life expectancy at birth (years),Published,2019,Africa,,Rwanda,Male,66.9,66.8829
Life expectancy at birth (years),Published,2019,Africa,,Rwanda,Female,71.2,71.24305
Life expectancy at birth (years),Published,2019,Africa,,Rwanda,Both sexes,69.1,69.10349
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Saudi Arabia,Male,73.1,73.106
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Saudi Arabia,Both sexes,70.5,70.52375
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Sudan,Male,60.4,60.36473
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Sudan,Female,64.7,64.67456
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Sudan,Both sexes,62.5,62.46532
Life expectancy at birth (years),Published,2000,Africa,,Senegal,Male,56.9,56.86884
Life expectancy at birth (years),Published,2000,Africa,,Senegal,Female,60.3,60.3232
Life expectancy at birth (years),Published,2010,Africa,,Senegal,Both sexes,65.5,65.47308
Life expectancy at birth (years),Published,2010,Western Pacific,,Singapore,Male,79.4,79.36228
Life expectancy at birth (years),Published,2010,Western Pacific,,Singapore,Female,84,84.01149
Life expectancy at birth (years),Published,2010,Western Pacific,,Singapore,Both sexes,81.7,81.70047
Life expectancy at birth (years),Published,2010,Western Pacific,,Solomon Islands,Male,61.3,61.29574
Life expectancy at birth (years),Published,2010,Western Pacific,,Solomon Islands,Female,66.4,66.40263
Life expectancy at birth (years),Published,2015,Western Pacific,,Solomon Islands,Female,67.4,67.40598
Life expectancy at birth (years),Published,2015,Western Pacific,,Solomon Islands,Both sexes,64.7,64.74374
Life expectancy at birth (years),Published,2015,Africa,,Sierra Leone,Male,55.9,55.90025
Life expectancy at birth (years),Published,2015,Africa,,Sierra Leone,Female,57.9,57.93263
Life expectancy at birth (years),Published,2015,Africa,,Sierra Leone,Both sexes,56.9,56.93931
Life expectancy at birth (years),Published,2015,Americas,,El Salvador,Male,68.1,68.12299
Life expectancy at birth (years),Published,2019,Americas,,El Salvador,Female,79.1,79.12917
Life expectancy at birth (years),Published,2019,Americas,,El Salvador,Both sexes,75,75.033
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Somalia,Male,54,54.00606
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Somalia,Female,59.2,59.22458
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Somalia,Both sexes,56.5,56.46892
Life expectancy at birth (years),Published,2019,Europe,,Serbia,Male,73.5,73.46343
Life expectancy at birth (years),Published,2000,Europe,,Serbia,Both sexes,71.4,71.42738
Life expectancy at birth (years),Published,2000,Africa,,South Sudan,Male,52.1,52.05416
Life expectancy at birth (years),Published,2000,Africa,,South Sudan,Female,56.4,56.38318
Life expectancy at birth (years),Published,2000,Africa,,South Sudan,Both sexes,54.1,54.1488
Life expectancy at birth (years),Published,2000,Africa,,Sao Tome and Principe,Male,62.5,62.54929
Life expectancy at birth (years),Published,2010,Africa,,Sao Tome and Principe,Female,69.5,69.54597
Life expectancy at birth (years),Published,2010,Africa,,Sao Tome and Principe,Both sexes,68.2,68.24239
Life expectancy at birth (years),Published,2010,Americas,,Suriname,Male,68.7,68.71065
Life expectancy at birth (years),Published,2010,Americas,,Suriname,Female,75.1,75.12329
Life expectancy at birth (years),Published,2010,Americas,,Suriname,Both sexes,71.8,71.83333
Life expectancy at birth (years),Published,2010,Europe,,Slovakia,Male,71.7,71.68994
Life expectancy at birth (years),Published,2015,Europe,,Slovakia,Female,80.4,80.37247
Life expectancy at birth (years),Published,2015,Europe,,Slovakia,Both sexes,77,77.01103
Life expectancy at birth (years),Published,2015,Europe,,Slovenia,Male,77.6,77.56738
Life expectancy at birth (years),Published,2015,Europe,,Slovenia,Female,83.3,83.32298
Life expectancy at birth (years),Published,2015,Europe,,Slovenia,Both sexes,80.5,80.47
Life expectancy at birth (years),Published,2015,Europe,,Sweden,Male,80,79.96867
Life expectancy at birth (years),Published,2019,Europe,,Sweden,Male,80.8,80.82676
Life expectancy at birth (years),Published,2019,Europe,,Sweden,Female,84,83.9655
Life expectancy at birth (years),Published,2019,Europe,,Sweden,Both sexes,82.4,82.40387
Life expectancy at birth (years),Published,2019,Africa,,Eswatini,Male,53.4,53.35522
Life expectancy at birth (years),Published,2019,Africa,,Eswatini,Female,63.2,63.18209
Life expectancy at birth (years),Published,2019,Africa,,Eswatini,Both sexes,57.7,57.72837
Life expectancy at birth (years),Published,2000,Africa,,Seychelles,Female,76.3,76.28439
Life expectancy at birth (years),Published,2000,Africa,,Seychelles,Both sexes,71.9,71.86977
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Syrian Arab Republic,Male,70.4,70.35435
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Syrian Arab Republic,Female,72.7,72.7145
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Syrian Arab Republic,Both sexes,71.5,71.45632
Life expectancy at birth (years),Published,2000,Africa,,Chad,Male,49.3,49.25856
Life expectancy at birth (years),Published,2010,Africa,,Chad,Female,57.4,57.42608
Life expectancy at birth (years),Published,2010,Africa,,Chad,Both sexes,55.7,55.65166
Life expectancy at birth (years),Published,2010,Africa,,Togo,Male,57,57.04078
Life expectancy at birth (years),Published,2010,Africa,,Togo,Female,61.8,61.82516
Life expectancy at birth (years),Published,2010,Africa,,Togo,Both sexes,59.3,59.32759
Life expectancy at birth (years),Published,2010,South-East Asia,,Thailand,Male,73.2,73.23504
Life expectancy at birth (years),Published,2015,South-East Asia,,Thailand,Male,74.1,74.13372
Life expectancy at birth (years),Published,2015,South-East Asia,,Thailand,Female,80.7,80.69901
Life expectancy at birth (years),Published,2015,South-East Asia,,Thailand,Both sexes,77.4,77.41125
Life expectancy at birth (years),Published,2015,Europe,,Tajikistan,Male,66.7,66.69367
Life expectancy at birth (years),Published,2015,Europe,,Tajikistan,Female,70.8,70.81903
Life expectancy at birth (years),Published,2015,Europe,,Tajikistan,Both sexes,68.7,68.65755
Life expectancy at birth (years),Published,2019,Europe,,Turkmenistan,Male,66.5,66.48119
Life expectancy at birth (years),Published,2019,Europe,,Turkmenistan,Female,73,72.96837
Life expectancy at birth (years),Published,2019,Europe,,Turkmenistan,Both sexes,69.7,69.74881
Life expectancy at birth (years),Published,2019,South-East Asia,,Timor-Leste,Male,67.9,67.92676
Life expectancy at birth (years),Published,2019,South-East Asia,,Timor-Leste,Female,71.4,71.4107
Life expectancy at birth (years),Published,2019,South-East Asia,,Timor-Leste,Both sexes,69.6,69.62458
Life expectancy at birth (years),Published,2000,Western Pacific,,Tonga,Male,68,68.0364
Life expectancy at birth (years),Published,2000,Western Pacific,,Tonga,Female,74.2,74.19746
Life expectancy at birth (years),Published,2000,Western Pacific,,Tonga,Both sexes,70.9,70.91869
Life expectancy at birth (years),Published,2000,Americas,,Trinidad and Tobago,Male,66.9,66.94326
Life expectancy at birth (years),Published,2000,Americas,,Trinidad and Tobago,Female,72.6,72.58298
Life expectancy at birth (years),Published,2000,Americas,,Trinidad and Tobago,Both sexes,69.7,69.70364
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Tunisia,Male,73.9,73.94846
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Tunisia,Female,78.2,78.20534
Life expectancy at birth (years),Published,2010,Eastern Mediterranean,,Tunisia,Both sexes,76,76.0455
Life expectancy at birth (years),Published,2010,Europe,,Türkiye,Male,74.6,74.6453
Life expectancy at birth (years),Published,2010,Europe,,Türkiye,Female,79.1,79.08215
Life expectancy at birth (years),Published,2010,Europe,,Türkiye,Both sexes,76.9,76.893
Life expectancy at birth (years),Published,2015,Africa,,United Republic of Tanzania,Male,63.4,63.375
Life expectancy at birth (years),Published,2015,Africa,,United Republic of Tanzania,Female,67.3,67.26328
Life expectancy at birth (years),Published,2015,Africa,,United Republic of Tanzania,Both sexes,65.4,65.3562
Life expectancy at birth (years),Published,2015,Africa,,Uganda,Male,60.8,60.81181
Life expectancy at birth (years),Published,2015,Africa,,Uganda,Female,68.1,68.12691
Life expectancy at birth (years),Published,2015,Africa,,Uganda,Both sexes,64.5,64.46594
Life expectancy at birth (years),Published,2019,Africa,,Uganda,Both sexes,66.7,66.69038
Life expectancy at birth (years),Published,2019,Europe,,Ukraine,Male,68,67.99895
Life expectancy at birth (years),Published,2019,Europe,,Ukraine,Female,77.8,77.81106
Life expectancy at birth (years),Published,2019,Europe,,Ukraine,Both sexes,73,73.01635
Life expectancy at birth (years),Published,2019,Americas,,Uruguay,Male,73.5,73.47769
Life expectancy at birth (years),Published,2019,Americas,,Uruguay,Female,80.6,80.55956
Life expectancy at birth (years),Published,2000,Americas,,United States of America,Male,74.1,74.12286
Life expectancy at birth (years),Published,2000,Americas,,United States of America,Female,79.2,79.16907
Life expectancy at birth (years),Published,2000,Americas,,United States of America,Both sexes,76.7,76.6916
Life expectancy at birth (years),Published,2000,Europe,,Uzbekistan,Male,62.4,62.39997
Life expectancy at birth (years),Published,2000,Europe,,Uzbekistan,Female,68.2,68.23325
Life expectancy at birth (years),Published,2000,Europe,,Uzbekistan,Both sexes,65.3,65.26546
Life expectancy at birth (years),Published,2010,Americas,,Saint Vincent and the Grenadines,Male,70.9,70.92134
Life expectancy at birth (years),Published,2010,Americas,,Saint Vincent and the Grenadines,Female,75,74.98965
Life expectancy at birth (years),Published,2010,Americas,,Saint Vincent and the Grenadines,Both sexes,72.9,72.85194
Life expectancy at birth (years),Published,2010,Americas,,Venezuela (Bolivarian Republic of),Male,70.8,70.82234
Life expectancy at birth (years),Published,2010,Americas,,Venezuela (Bolivarian Republic of),Female,79,78.99181
Life expectancy at birth (years),Published,2015,Americas,,Venezuela (Bolivarian Republic of),Both sexes,74.7,74.65737
Life expectancy at birth (years),Published,2015,Western Pacific,,Viet Nam,Male,68.9,68.88122
Life expectancy at birth (years),Published,2015,Western Pacific,,Viet Nam,Female,77.6,77.61496
Life expectancy at birth (years),Published,2015,Western Pacific,,Viet Nam,Both sexes,73.2,73.16457
Life expectancy at birth (years),Published,2015,Western Pacific,,Vanuatu,Male,62,62.02092
Life expectancy at birth (years),Published,2015,Western Pacific,,Vanuatu,Female,67.7,67.68121
Life expectancy at birth (years),Published,2019,Western Pacific,,Vanuatu,Both sexes,65.3,65.3064
Life expectancy at birth (years),Published,2019,Western Pacific,,Samoa,Male,69.2,69.15868
Life expectancy at birth (years),Published,2019,Western Pacific,,Samoa,Female,71.8,71.8475
Life expectancy at birth (years),Published,2019,Western Pacific,,Samoa,Both sexes,70.5,70.45068
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Yemen,Male,64.4,64.41312
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Yemen,Female,68.9,68.92004
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Yemen,Both sexes,62.7,62.6944
Life expectancy at birth (years),Published,2000,Africa,,South Africa,Male,53.1,53.07986
Life expectancy at birth (years),Published,2000,Africa,,South Africa,Female,58.6,58.62697
Life expectancy at birth (years),Published,2000,Africa,,South Africa,Both sexes,55.8,55.75228
Life expectancy at birth (years),Published,2000,Africa,,Zambia,Male,43.7,43.69116
Life expectancy at birth (years),Published,2000,Africa,,Zambia,Female,45.2,45.24248
Life expectancy at birth (years),Published,2010,Africa,,Zambia,Both sexes,56.7,56.67128
Life expectancy at birth (years),Published,2010,Africa,,Zimbabwe,Male,49.6,49.58448
Life expectancy at birth (years),Published,2010,Africa,,Zimbabwe,Female,53.2,53.21167
Life expectancy at birth (years),Published,2010,Africa,,Zimbabwe,Both sexes,51.5,51.49335
Life expectancy at birth (years),Published,2019,,Low-income,,Male,63,62.95647
Life expectancy at birth (years),Published,2019,,Low-income,,Female,67.2,67.18551
Life expectancy at birth (years),Published,2000,,Lower-middle-income,,Male,60.7,60.67618
Life expectancy at birth (years),Published,2000,,Lower-middle-income,,Female,63.8,63.77431
Life expectancy at birth (years),Published,2000,,Lower-middle-income,,Both sexes,62.2,62.1806
Life expectancy at birth (years),Published,2000,,Upper-middle-income,,Male,67.7,67.73392
Life expectancy at birth (years),Published,2000,,Upper-middle-income,,Female,73.8,73.77634
Life expectancy at birth (years),Published,2000,,Upper-middle-income,,Both sexes,70.6,70.63803
Life expectancy at birth (years),Published,2010,,High-income,,Male,77.1,77.1116
Life expectancy at birth (years),Published,2010,,High-income,,Female,82.5,82.48982
Life expectancy at birth (years),Published,2010,,High-income,,Both sexes,79.8,79.82361
Life expectancy at birth (years),Published,2010,Africa,,,Male,57.7,57.68559
Life expectancy at birth (years),Published,2010,Africa,,,Female,61.3,61.31003
Life expectancy at birth (years),Published,2010,Africa,,,Both sexes,59.5,59.48694
Life expectancy at birth (years),Published,2015,Africa,,,Both sexes,62.6,62.5606
Life expectancy at birth (years),Published,2015,Americas,,,Male,74.1,74.0515
Life expectancy at birth (years),Published,2015,Americas,,,Female,79.5,79.5191
Life expectancy at birth (years),Published,2015,Americas,,,Both sexes,76.8,76.78436
Life expectancy at birth (years),Published,2015,South-East Asia,,,Male,68.7,68.70002
Life expectancy at birth (years),Published,2015,South-East Asia,,,Female,71.8,71.78407
Life expectancy at birth (years),Published,2019,South-East Asia,,,Both sexes,71.4,71.44355
Life expectancy at birth (years),Published,2019,Europe,,,Male,75.1,75.09387
Life expectancy at birth (years),Published,2019,Europe,,,Female,81.3,81.29292
